Date,Campaign,Channel,Reach,Engagement,Conversions,Marketing Spend,Revenue Generated,Customer Acquisition Cost,Lifetime Value,ROI,Year,Month
2023-07-06,Campaign C,Organic Search,50462,7219,931,2229.96,8006.53,442.95,4620.81,259.04365997596364,2023,7
2023-12-21,Campaign A,Organic Search,17764,7224,1191,47614.73,26753.17,460.47,6145.92,-43.813248547245784,2023,12
2023-08-02,Campaign B,Email,90907,2342,921,29834.07,66247.52,279.97,1008.36,122.05324315455452,2023,8
2023-06-20,Campaign A,PPC,17819,9107,1774,30812.54,54832.89,265.37,1176.91,77.9564099551676,2023,6
2023-06-20,Campaign B,Social Media,4974,5319,1909,39849.85,27140.12,91.21,3426.63,-31.894047279977215,2023,6
2024-05-09,Campaign D,Social Media,83795,9666,773,42745.08,45700.08,201.02,8465.78,6.913076311940462,2024,5
2023-08-15,Campaign A,Organic Search,31753,3326,639,42848.58,33629.92,435.36,2330.18,-21.514505264818585,2023,8
2023-09-28,Campaign D,Social Media,55981,8022,166,14261.71,42980.66,378.42,6931.8,201.37101371434426,2023,9
2023-10-18,Campaign B,Email,57748,6599,1070,12452.46,27655.85,412.36,141.31,122.09145823395538,2023,10
2024-05-16,Campaign A,Social Media,23108,7397,1785,28281.31,49908.4,71.76,1553.88,76.47131621555012,2024,5
2024-02-25,Campaign C,Social Media,47243,3885,280,14375.63,22168.71,215.91,9286.12,54.21035460706766,2024,2
2024-04-16,Campaign D,PPC,59852,4373,965,34275.17,19740.76,263.92,6273.69,-42.40507049272112,2024,4
2024-03-22,Campaign B,Organic Search,44702,5448,1268,42600.43,54446.1,134.52,9643.74,27.80645641370286,2024,3
2024-02-16,Campaign B,Email,47272,7113,624,18591.59,20795.42,198.71,6753.93,11.853908138034445,2024,2
2024-05-09,Campaign A,Social Media,87061,7066,1438,36754.43,40637.28,489.8,2913.57,10.564304765439156,2024,5
2023-08-19,Campaign C,Social Media,28375,8999,1974,1876.62,55295.55,429.06,7642.5,2846.550180643924,2023,8
2024-02-24,Campaign D,Email,31020,5780,394,2758.56,50614.28,380.48,6863.22,1734.8080157763472,2024,2
2024-01-14,Campaign D,Social Media,79538,3591,1913,6578.18,5174.17,176.37,1230.97,-21.343441499016446,2024,1
2024-05-01,Campaign A,Email,56960,335,1717,47944.68,68245.86,66.97,5221.41,42.342925221317564,2024,5
2024-02-08,Campaign C,Social Media,23376,1601,1409,9744.76,88652.27,270.7,6475.81,809.7429798168453,2024,2
2023-10-10,Campaign B,Email,68813,2101,752,45202.89,46758.89,150.85,7732.05,3.442257784845173,2023,10
2023-06-03,Campaign B,Organic Search,40543,5154,858,25677.53,20725.41,251.71,650.59,-19.285811368928393,2023,6
2024-05-03,Campaign D,Organic Search,37966,7745,1270,45582.42,66735.46,72.27,9684.81,46.40613640083174,2024,5
2023-09-07,Campaign C,Organic Search,41762,4408,1208,21503.23,86777.9,158.71,2307.62,303.5575120574909,2023,9
2023-09-30,Campaign B,Social Media,36149,6480,486,28785.56,98900.76,338.81,6409.31,243.57768269924222,2023,9
2024-05-04,Campaign B,Social Media,84897,4588,191,30816.63,38652.4,310.78,8124.54,25.427082714754988,2024,5
2023-08-06,Campaign B,Email,63788,3150,1319,13877.95,22830.15,189.96,858.47,64.50664543394377,2023,8
2023-07-07,Campaign A,Email,86508,3383,35,41612.6,73129.19,337.91,3389.5,75.7380937504506,2023,7
2024-05-28,Campaign B,Organic Search,38775,1328,1646,1078.18,6540.37,146.31,7015.62,506.61206848578155,2024,5
2023-08-18,Campaign D,Email,41737,9197,1872,42714.99,18175.19,408.46,5864.62,-57.45008953531301,2023,8
2023-06-14,Campaign A,PPC,55067,7230,1080,5720.83,92741.04,31.52,9796.77,1521.1116219150017,2023,6
2023-09-18,Campaign D,Organic Search,93935,447,415,45635.7,48038.91,273.52,3207.41,5.266074586343601,2023,9
2024-05-20,Campaign D,Email,77927,1722,1987,35367.84,32876.04,92.26,6812.47,-7.045383602730605,2024,5
2023-06-21,Campaign B,Organic Search,62533,141,597,19571.39,90315.94,183.54,8481.99,361.4692160342214,2023,6
2023-10-24,Campaign A,Social Media,48066,4118,1937,34514.44,8907.52,50.77,3246.58,-74.19190344678923,2023,10
2023-08-16,Campaign D,PPC,98109,8585,949,21230.41,20117.95,118.49,2429.18,-5.23993648733114,2023,8
2024-01-10,Campaign A,Organic Search,25221,3709,775,16742.79,45699.14,125.58,4919.73,172.94817649866002,2024,1
2023-12-19,Campaign A,PPC,57935,737,103,35426.38,39069.35,169.39,1280.04,10.28321267936493,2023,12
2024-03-18,Campaign D,PPC,12876,2261,1094,21788.74,54243.15,163.18,2882.98,148.95037528558328,2024,3
2023-11-23,Campaign D,Organic Search,63451,6367,23,14985.56,25670.64,168.16,8236.68,71.30250721361097,2023,11
2024-03-30,Campaign D,Social Media,17151,8139,1208,19159.68,89519.95,210.45,8382.2,367.2309245248354,2024,3
2024-02-18,Campaign D,Organic Search,81172,4102,1892,27702.1,97953.08,300.79,9198.46,253.59442063959054,2024,2
2024-04-08,Campaign C,Organic Search,34711,1018,663,21823.45,56238.12,18.5,4524.65,157.6958271950585,2024,4
2023-07-29,Campaign A,Organic Search,94280,7598,828,4262.28,70920.66,267.38,8186.24,1563.9136800022525,2023,7
2024-04-10,Campaign D,Social Media,68643,8848,1952,3675.61,27236.07,151.73,3901.61,640.9945560056698,2024,4
2023-11-10,Campaign C,Email,26902,8850,1061,4706.54,59417.03,193.12,6418.18,1162.4354621441653,2023,11
2023-12-23,Campaign C,Email,85888,301,1710,18133.33,79722.15,208.64,3998.5,339.64429037578856,2023,12
2024-02-03,Campaign A,Social Media,18666,4223,697,10406.11,42427.69,238.07,6338.32,307.71902276643243,2024,2
2024-03-20,Campaign B,Social Media,61473,8034,781,39057.35,55329.15,451.3,2567.65,41.661300625874524,2024,3
2023-08-11,Campaign A,Social Media,21249,3537,1865,22376.7,12256.56,475.44,563.77,-45.22623979407152,2023,8
2024-01-15,Campaign C,PPC,70875,5984,1527,48363.96,39395.8,53.19,5426.53,-18.543063884760464,2024,1
2023-11-17,Campaign B,PPC,74798,2552,1258,7635.18,31682.18,338.34,8399.31,314.9500077273882,2023,11
2023-10-01,Campaign D,Organic Search,12047,3272,166,47119.13,13329.18,320.51,9019.09,-71.71174425334253,2023,10
2023-11-07,Campaign A,Email,19377,4013,1048,3150.89,54399.8,76.8,9382.88,1626.489975848094,2023,11
2023-10-30,Campaign A,Email,48428,2555,1360,37302.71,31363.3,404.32,4226.92,-15.92219439284706,2023,10
2024-05-11,Campaign A,Organic Search,16358,9724,1402,40926.12,63716.34,262.8,7255.19,55.686246338524136,2024,5
2024-02-08,Campaign D,Email,97322,1941,1212,34183.68,90064.47,47.35,2733.24,163.47213056054818,2024,2
2023-11-14,Campaign B,Organic Search,35172,9520,1204,33216.9,21357.06,174.37,2056.65,-35.704234892479434,2023,11
2024-04-08,Campaign C,Organic Search,37541,4871,466,2422.86,69502.65,492.92,1430.37,2768.620143136623,2024,4
2023-06-15,Campaign B,Social Media,80505,7863,766,48913.94,92299.87,62.0,3932.01,88.69849781064455,2023,6
2023-07-13,Campaign C,Email,51007,5012,1632,28224.87,10044.61,263.5,7346.39,-64.41220101279474,2023,7
2023-10-09,Campaign B,Social Media,90087,8586,138,3989.82,56258.36,164.45,8617.6,1310.0475710683688,2023,10
2024-02-14,Campaign A,PPC,51479,560,1770,33236.39,12177.15,61.9,8435.52,-63.36199569207125,2024,2
2024-01-20,Campaign D,PPC,44848,248,1556,23661.8,46638.38,474.39,1872.19,97.10410873221817,2024,1
2024-05-25,Campaign D,Email,40064,7855,1839,6767.08,47687.98,113.05,3346.63,604.7054268606253,2024,5
2023-12-24,Campaign C,Social Media,72107,373,732,36108.46,88705.0,14.56,6423.37,145.6626508026097,2023,12
2024-05-02,Campaign C,Email,39624,4299,1402,11844.1,35395.12,152.8,5874.1,198.84178620579024,2024,5
2023-06-04,Campaign B,Email,70791,7823,317,1498.36,88149.52,372.23,2074.23,5783.066819722897,2023,6
2023-12-30,Campaign B,PPC,8629,9481,82,28555.23,5058.37,343.58,5377.41,-82.28566185598926,2023,12
2023-11-19,Campaign B,Organic Search,66908,1049,804,42699.29,48546.45,13.3,4562.8,13.693810833856949,2023,11
2023-12-21,Campaign B,PPC,64490,8526,691,3938.28,12699.27,107.08,5746.18,222.4572656083366,2023,12
2023-10-13,Campaign B,Organic Search,16000,4507,1388,17726.96,29304.28,69.13,983.91,65.30911109406237,2023,10
2023-11-20,Campaign D,Organic Search,47998,685,1948,7285.81,98466.36,31.3,6307.76,1251.4813040691427,2023,11
2024-01-24,Campaign A,Organic Search,75573,8102,298,9057.47,47437.16,437.72,6616.59,423.7352152422256,2024,1
2023-06-12,Campaign B,Email,14756,165,823,37555.4,35267.13,13.33,3351.16,-6.093051864711876,2023,6
2024-05-22,Campaign D,Email,86476,996,351,49006.38,9427.8,270.59,1484.78,-80.76209669026768,2024,5
2023-11-25,Campaign A,Email,18882,1189,484,43660.99,53826.98,428.14,8137.11,23.283920039376124,2023,11
2023-12-24,Campaign B,Organic Search,34686,278,1065,46611.47,44815.38,165.29,392.84,-3.8533219398573006,2023,12
2024-05-08,Campaign D,Social Media,50211,2821,590,32355.67,73797.68,421.23,8393.12,128.0826822624906,2024,5
2024-03-08,Campaign D,PPC,49167,2203,421,36888.94,27484.11,19.84,1283.13,-25.494985759959494,2024,3
2024-01-05,Campaign B,PPC,24149,7457,709,43180.27,38881.46,488.64,2706.94,-9.95549587809432,2024,1
2024-04-27,Campaign B,PPC,72387,3833,913,25441.91,13929.56,117.78,3755.16,-45.24955083953996,2024,4
2023-07-02,Campaign D,Email,41753,6227,492,40393.81,46545.44,139.18,5232.69,15.229140306398442,2023,7
2023-05-30,Campaign A,Email,86081,9593,1434,19639.69,81808.68,264.89,9148.04,316.5477153661794,2023,5
2024-05-18,Campaign D,PPC,56313,6987,1437,24120.14,26584.54,231.78,3245.88,10.217187794100704,2024,5
2023-06-19,Campaign C,PPC,70474,3757,1670,35389.27,7739.89,175.29,8821.34,-78.12927477735482,2023,6
2024-03-27,Campaign D,PPC,73351,4293,1376,23304.44,16213.53,197.35,2007.79,-30.427291966681018,2024,3
2023-08-06,Campaign C,PPC,7765,5926,1580,36980.68,68568.74,389.51,9880.76,85.41773704539777,2023,8
2023-11-29,Campaign D,Organic Search,63669,2556,1870,7675.97,82378.28,231.62,1573.36,973.1970031149157,2023,11
2023-11-04,Campaign A,PPC,22992,5484,1612,13250.58,30861.58,74.3,4522.53,132.90738971426157,2023,11
2024-03-27,Campaign C,Social Media,86413,9583,459,49077.74,47016.37,486.0,5543.23,-4.2002137832752595,2024,3
2024-05-23,Campaign B,Organic Search,83761,6070,1970,10583.45,70636.16,386.66,4996.81,567.4209260685316,2024,5
2023-08-02,Campaign A,Social Media,27336,5874,878,32549.9,20933.18,420.4,9885.18,-35.68895756976212,2023,8
2023-12-02,Campaign A,PPC,12794,9756,766,11840.71,14592.97,270.66,2011.4,23.244045331741088,2023,12
2023-08-02,Campaign C,PPC,2387,8558,225,22513.2,79282.62,109.18,6551.97,252.16059911518576,2023,8
2024-01-08,Campaign A,Organic Search,42877,8283,106,41794.07,52234.17,56.92,5752.67,24.9798595829504,2024,1
2023-12-15,Campaign B,PPC,21912,7480,397,47479.58,23119.6,430.63,4299.41,-51.30622469701712,2023,12
2023-07-08,Campaign C,Social Media,41512,2642,869,23502.75,76783.81,147.21,9811.55,226.70138600802034,2023,7
2023-10-10,Campaign C,Social Media,3009,438,1373,18998.85,79665.26,42.72,9553.28,319.3162217713177,2023,10
2024-04-25,Campaign D,Social Media,57851,9861,1047,1637.16,64901.84,449.88,9474.11,3864.294265679591,2024,4
2024-01-03,Campaign B,Organic Search,36034,2290,1280,38612.13,11015.85,192.85,2597.4,-71.47049385775921,2024,1
2023-10-25,Campaign A,Email,57545,3658,1364,40115.4,95638.65,250.08,4500.84,138.40881556708894,2023,10
2023-09-08,Campaign D,PPC,86257,2930,1727,4706.28,33990.86,285.32,9832.98,622.2447453190206,2023,9
2023-07-04,Campaign D,Email,33736,1054,377,24779.41,53217.08,78.49,1958.14,114.76330550243125,2023,7
2024-03-07,Campaign D,Email,47109,8056,655,48008.69,38290.7,158.24,961.81,-20.242147827820347,2024,3
2024-01-22,Campaign B,Organic Search,84190,4477,1104,19218.77,91258.04,84.39,9886.87,374.8380879733718,2024,1
2023-10-12,Campaign A,Organic Search,51538,8220,193,16971.67,70008.59,308.51,7925.44,312.5026588426478,2023,10
2023-05-31,Campaign A,Organic Search,16027,984,1267,14924.86,69880.66,90.03,9193.4,368.216519283933,2023,5
2024-04-15,Campaign A,Social Media,56409,355,497,16383.76,5351.73,154.39,1795.99,-67.33515383526127,2024,4
2024-04-09,Campaign C,PPC,82825,5799,949,31642.87,32634.44,362.32,5875.46,3.133628523582089,2024,4
2023-08-25,Campaign D,PPC,27646,4927,752,10925.17,79659.98,300.94,7526.21,629.1417890980185,2023,8
2024-04-16,Campaign C,Social Media,85135,8576,1028,2129.49,10461.48,288.17,8720.72,391.26692306608624,2024,4
2024-03-05,Campaign A,PPC,92475,6617,498,37601.43,22439.75,23.6,8820.12,-40.322083495228775,2024,3
2024-04-29,Campaign C,Organic Search,56645,9623,535,7721.87,38553.74,326.86,4684.04,399.2798376559046,2024,4
2023-09-12,Campaign A,Social Media,47954,9663,756,31119.63,88997.34,310.24,6803.19,185.9845698679579,2023,9
2024-05-01,Campaign A,Social Media,56770,6736,1328,12605.01,94708.64,221.34,7687.1,651.3571191137493,2024,5
2023-12-01,Campaign B,Email,71949,1917,20,25907.04,44229.9,127.57,5347.34,70.72540900079669,2023,12
2024-03-16,Campaign A,Organic Search,69521,7891,1618,24271.57,44621.36,220.97,7288.15,83.84208355701753,2024,3
2024-02-07,Campaign B,PPC,34325,3404,1579,4649.5,48800.55,368.61,7018.78,949.5870523712227,2024,2
2024-01-27,Campaign B,Social Media,90578,6662,1559,1080.98,46054.37,43.73,4177.83,4160.42757497826,2024,1
2023-08-10,Campaign B,Email,38483,5647,178,3801.81,29792.13,102.16,1986.21,683.6301656316333,2023,8
2023-06-29,Campaign B,PPC,90121,7644,1413,35288.56,66485.09,376.37,2402.8,88.40408903055268,2023,6
2024-02-01,Campaign B,Social Media,10332,6661,662,25366.58,52241.63,242.43,4275.84,105.9466826036462,2024,2
2024-04-29,Campaign B,Organic Search,15395,9152,879,23413.76,19806.01,144.0,8721.07,-15.408674215504048,2024,4
2024-04-21,Campaign C,Organic Search,16945,8411,998,8038.74,80706.9,380.99,135.43,903.9745034669611,2024,4
2023-08-08,Campaign C,Email,57542,8886,1268,2976.45,41460.54,123.05,5065.51,1292.9526785264327,2023,8
2024-03-06,Campaign A,Organic Search,80082,7979,496,25523.13,96056.89,348.48,670.19,276.3523125886206,2024,3
2023-08-19,Campaign C,PPC,56198,3780,827,27916.37,8361.8,89.64,4177.1,-70.04696527521308,2023,8
2023-07-05,Campaign A,Email,25271,6463,1703,20493.61,26468.11,65.81,2341.24,29.152989639209487,2023,7
2023-10-03,Campaign D,Email,44197,7745,1182,42247.23,24354.1,277.26,4955.7,-42.3533803281304,2023,10
2023-11-21,Campaign C,Email,45259,4385,1483,39551.37,80667.16,62.43,7123.28,103.95541292248535,2023,11
2024-04-10,Campaign D,Social Media,22937,8905,902,33240.57,37304.23,420.81,2114.23,12.225000955158121,2024,4
2024-02-16,Campaign A,Social Media,81301,9560,590,39492.71,53573.28,485.86,1042.68,35.65359277699606,2024,2
2024-01-30,Campaign A,Organic Search,63768,3076,1757,49780.93,22432.95,220.97,3354.24,-54.936659479845,2024,1
2024-04-28,Campaign B,PPC,47114,7321,172,2147.04,44906.0,288.0,6846.86,1991.5306654743276,2024,4
2023-08-14,Campaign B,Social Media,10480,2064,178,10166.78,68791.09,255.05,363.46,576.6261294136393,2023,8
2024-02-21,Campaign B,Organic Search,22912,9417,802,24408.1,35202.03,273.57,8362.07,44.22273753385147,2024,2
2023-10-26,Campaign D,Email,96780,4792,1978,25975.48,77353.18,261.88,7357.41,197.79307254379898,2023,10
2024-04-10,Campaign D,Organic Search,24494,1325,422,21586.64,45824.95,422.86,7670.52,112.2838477873351,2024,4
2024-02-19,Campaign C,Social Media,14535,229,749,12791.12,19380.05,311.39,4791.31,51.51175190288261,2024,2
2024-02-15,Campaign A,PPC,55214,7707,1566,19518.08,91744.61,119.85,9905.42,370.049359363216,2024,2
2023-10-04,Campaign C,Email,74174,2549,1811,8472.0,81669.69,193.5,6677.8,863.9953966005667,2023,10
2023-09-19,Campaign C,Social Media,90840,5263,1729,35428.02,72461.47,231.85,9403.41,104.53152617617356,2023,9
2023-08-28,Campaign A,PPC,97301,4714,498,13627.9,98138.95,73.55,9850.33,620.1325956310217,2023,8
2024-04-18,Campaign D,Social Media,99020,5418,1307,48951.96,40101.69,95.31,477.2,-18.07950080037653,2024,4
2023-11-08,Campaign A,Email,90803,332,845,40587.35,90555.52,357.92,2193.22,123.11266934155594,2023,11
2024-02-24,Campaign A,Email,92639,4326,653,17932.65,57521.13,473.56,2512.99,220.762017883581,2024,2
2023-07-15,Campaign A,Social Media,34362,796,528,3682.28,8141.33,439.12,4119.46,121.09481082372875,2023,7
2023-10-31,Campaign A,PPC,28084,2117,387,24524.47,28250.43,146.05,6800.5,15.192825777682451,2023,10
2023-09-22,Campaign C,Social Media,82166,2833,1216,23920.78,31700.26,420.96,3987.16,32.521849203913916,2023,9
2024-01-13,Campaign D,Social Media,47977,4433,1652,35586.98,19733.28,134.28,8805.66,-44.549158147165066,2024,1
2023-12-28,Campaign C,PPC,1084,6530,141,47517.76,88208.87,354.79,7276.84,85.63347683055765,2023,12
2023-08-08,Campaign D,Email,39331,8614,1567,4761.47,69343.09,80.18,9644.58,1356.3378536460377,2023,8
2023-12-21,Campaign D,PPC,8532,1705,1788,25971.03,10092.02,181.38,5896.32,-61.141240836424274,2023,12
2024-02-26,Campaign A,PPC,70132,653,1078,15404.21,21510.8,161.79,1425.12,39.64234452789206,2024,2
2023-10-23,Campaign A,Social Media,52494,7552,1252,22337.56,20999.68,304.11,7787.86,-5.989373951317875,2023,10
2023-10-08,Campaign B,PPC,60518,3479,1775,26291.2,12798.58,230.99,3419.83,-51.31990932327166,2023,10
2023-06-14,Campaign B,Email,99969,4608,1859,18763.17,82562.7,429.53,4541.71,340.0253262108695,2023,6
2024-05-26,Campaign D,Organic Search,32287,9138,446,43989.72,82412.85,337.67,778.99,87.34570258687712,2024,5
2023-12-29,Campaign C,Social Media,32809,5892,947,3125.63,13410.21,75.31,298.66,329.04022549054105,2023,12
2024-04-24,Campaign D,Email,20003,5466,1963,39261.74,65495.34,250.02,7675.07,66.81721187089518,2024,4
2024-05-11,Campaign D,Social Media,6057,2470,1047,2865.04,43812.09,36.44,1859.88,1429.1964510094099,2024,5
2023-07-14,Campaign B,Organic Search,16777,5692,1907,46478.8,19435.26,103.87,2882.41,-58.18467774555282,2023,7
2023-10-15,Campaign D,Social Media,22367,2836,1568,48052.26,62521.79,410.54,5229.19,30.112069650834318,2023,10
2024-04-23,Campaign B,Organic Search,13332,611,714,37393.46,19952.46,336.91,6064.43,-46.64184592706853,2024,4
2024-02-04,Campaign D,Email,30809,6845,587,43081.43,9362.37,29.09,8222.24,-78.26820047523955,2024,2
2024-01-16,Campaign C,PPC,79119,615,1581,35685.94,14170.81,17.51,5009.76,-60.290215137950696,2024,1
2023-12-27,Campaign B,PPC,39719,4729,924,7460.61,66194.03,29.35,2361.52,787.2468873188653,2023,12
2023-10-26,Campaign A,Organic Search,87210,3892,1746,15679.86,74764.83,246.38,1417.81,376.8207751854927,2023,10
2023-10-30,Campaign B,Organic Search,55845,5815,489,44259.83,35230.72,12.12,7521.95,-20.40023651243125,2023,10
2024-01-23,Campaign B,PPC,59647,3245,1904,20515.53,73930.85,289.56,4775.72,260.3652939992289,2024,1
2024-05-12,Campaign B,PPC,84340,2735,1360,31344.26,45778.29,400.48,515.26,46.049994480648145,2024,5
2024-02-22,Campaign B,Social Media,75997,9073,375,6144.37,88389.46,450.68,9580.49,1338.5439027923126,2024,2
2024-03-03,Campaign D,Organic Search,39180,7548,219,16220.05,65570.23,79.72,9460.52,304.25417924112435,2024,3
2023-09-07,Campaign C,Organic Search,62887,4152,122,37126.18,58984.14,295.23,2164.63,58.87478862624703,2023,9
2023-08-24,Campaign A,Email,36026,7983,1122,8571.52,64184.12,41.17,9124.37,648.8067460613753,2023,8
2024-02-29,Campaign D,Social Media,46952,3298,25,23995.99,82386.21,251.43,3056.56,243.33324026222715,2024,2
2023-07-04,Campaign D,PPC,14758,803,1880,21250.68,36641.89,391.9,8052.84,72.42690586842397,2023,7
2023-09-04,Campaign D,PPC,61055,9578,16,40593.24,99472.92,86.31,5765.05,145.047993212663,2023,9
2023-10-24,Campaign B,PPC,36946,4440,387,15107.74,71155.65,222.32,125.07,370.98804983405853,2023,10
2024-03-18,Campaign C,Email,67030,768,120,21130.04,8101.56,471.86,5661.07,-61.6585676127447,2024,3
2023-10-20,Campaign D,Social Media,28034,2633,1017,5086.37,36626.17,464.86,5514.54,620.0846576241996,2023,10
2023-06-09,Campaign A,Social Media,73438,2510,1623,21945.24,75507.41,30.59,5230.65,244.07192630383622,2023,6
2024-02-08,Campaign D,Organic Search,44522,2602,1234,16194.79,23906.84,23.8,8491.57,47.62056192145745,2024,2
2023-07-16,Campaign A,Email,6199,8391,1549,43879.47,33821.79,379.7,9596.62,-22.921151964688725,2023,7
2023-07-01,Campaign D,PPC,69166,3371,1247,27884.94,75188.63,112.77,9896.46,169.63884448021048,2023,7
2024-01-17,Campaign B,Email,73340,5275,1882,2754.58,26383.03,239.68,7193.82,857.7877571172374,2024,1
2023-11-12,Campaign D,PPC,96490,9669,1669,22724.94,46780.55,253.66,4170.86,105.85554901355077,2023,11
2024-01-06,Campaign B,Social Media,2013,9957,724,30433.24,20232.32,413.93,5353.62,-33.51900750626618,2024,1
2023-10-13,Campaign D,Social Media,37731,921,575,3653.29,77581.28,233.34,4037.09,2023.6003711722858,2023,10
2024-01-21,Campaign B,Social Media,42337,7360,1990,13021.45,41784.4,279.33,1485.92,220.88899469721116,2024,1
2023-10-07,Campaign D,Organic Search,16462,9969,1392,13672.66,74004.45,42.33,5674.03,441.25861390541405,2023,10
2023-06-07,Campaign D,Organic Search,7026,8160,970,26102.99,92308.0,427.36,1955.76,253.6299864498281,2023,6
2023-10-31,Campaign B,PPC,49130,3526,1910,4856.66,11842.38,6.05,1825.12,143.83794624289118,2023,10
2023-11-10,Campaign A,Social Media,56533,2054,365,28339.52,65225.08,75.56,8132.87,130.1559094861169,2023,11
2023-08-23,Campaign D,PPC,22440,3905,769,16769.28,60240.4,298.42,7883.47,259.23068849706135,2023,8
2023-06-07,Campaign B,Social Media,67837,8148,1228,7972.03,45691.74,237.89,3436.78,473.150627882735,2023,6
2023-08-24,Campaign D,Email,23582,4330,1531,7797.51,98653.62,457.85,9386.72,1165.1938888183536,2023,8
2023-11-30,Campaign C,Social Media,47759,5420,296,40161.59,32801.01,228.01,642.62,-18.327411838027317,2023,11
2023-10-24,Campaign C,Email,35246,500,1151,14414.67,30510.71,181.5,9072.3,111.66429755242402,2023,10
2024-01-07,Campaign A,PPC,60396,1675,1894,9763.1,29308.49,33.98,6111.83,200.19655642162837,2024,1
2024-03-30,Campaign A,Email,77954,753,467,16740.02,60479.11,81.17,9825.71,261.2845743314524,2024,3
2023-07-09,Campaign B,Organic Search,87588,8710,201,31097.58,49126.13,310.92,6515.29,57.974125317789984,2023,7
2023-12-07,Campaign A,Social Media,14914,1205,175,38903.89,41003.89,272.83,886.95,5.397917791768381,2023,12
2023-09-02,Campaign D,Organic Search,16785,8392,786,41460.77,67427.52,479.99,9581.52,62.62968584519778,2023,9
2023-10-29,Campaign C,PPC,87725,5190,947,32263.4,91256.97,218.6,5482.57,182.84982363917007,2023,10
2023-07-07,Campaign D,Social Media,62633,2480,1811,47220.15,18175.43,456.16,8795.17,-61.50916504924275,2023,7
2024-04-04,Campaign A,Email,10265,3254,1618,13998.89,94173.85,421.17,3712.46,572.7236945214943,2024,4
2023-11-14,Campaign D,Social Media,29550,3178,649,37393.86,44211.89,498.41,8544.14,18.23302007334894,2023,11
2023-11-23,Campaign B,Social Media,65519,7879,400,2060.29,99917.25,17.58,1100.88,4749.669221323213,2023,11
2023-09-02,Campaign C,Social Media,55236,1877,1621,37295.22,21399.21,442.49,4647.0,-42.622110822781046,2023,9
2024-02-02,Campaign A,Social Media,89224,1538,1344,24406.6,30658.27,135.63,1842.9,25.6146698024305,2024,2
2023-12-02,Campaign D,Social Media,32535,4389,1756,31741.38,92236.81,476.81,5413.21,190.5885314375115,2023,12
2024-03-09,Campaign A,Organic Search,58583,4266,1728,46852.85,16974.88,33.07,3787.75,-63.76980269076481,2024,3
2024-02-23,Campaign B,Email,7436,6956,536,28990.21,46443.45,322.94,9273.51,60.203910216586905,2024,2
2023-07-02,Campaign C,Organic Search,69947,4188,1625,7042.31,55014.84,446.64,2023.65,681.2044627402088,2023,7
2024-03-09,Campaign C,Social Media,62479,4514,679,19690.33,23666.55,230.83,7698.61,20.19377024153479,2024,3
2024-05-21,Campaign C,Email,88608,6549,82,26236.06,48279.75,311.24,1065.22,84.02058083416489,2024,5
2023-12-13,Campaign A,Organic Search,95603,4868,334,47607.93,52202.26,175.63,1105.64,9.650346066296102,2023,12
2023-10-29,Campaign B,Organic Search,93661,8671,588,38122.88,19914.32,20.86,6446.07,-47.76281330266758,2023,10
2024-01-20,Campaign B,PPC,35219,4916,1508,12076.35,48376.01,114.0,9316.36,300.58469653496303,2024,1
2024-03-27,Campaign A,Social Media,22238,5254,1566,33709.16,7343.3,301.86,9903.04,-78.21571347372644,2024,3
2024-01-05,Campaign C,Organic Search,36651,3439,180,9454.35,85920.37,158.62,5138.01,808.7919317562813,2024,1
2023-10-20,Campaign A,Social Media,54761,7497,435,22558.63,66659.35,354.57,2743.26,195.49378663509265,2023,10
2024-04-18,Campaign D,Email,92670,3879,91,4995.23,54575.46,344.44,6037.19,992.5514941253956,2024,4
2023-08-19,Campaign A,PPC,84736,2820,1162,25584.08,37633.51,76.63,7444.01,47.09737461734015,2023,8
2023-08-10,Campaign B,Organic Search,58628,6520,1819,42251.06,60741.7,281.56,3475.74,43.76373042475147,2023,8
2023-12-16,Campaign C,Organic Search,24246,3666,924,21004.3,71755.05,303.51,2710.24,241.62076336750093,2023,12
2023-09-22,Campaign A,Social Media,33818,371,1669,42348.68,40243.89,221.78,9527.69,-4.970143107175952,2023,9
2024-02-07,Campaign B,Organic Search,18390,9312,115,10730.6,41286.52,219.16,740.46,284.7549997204257,2024,2
2023-11-16,Campaign A,PPC,2316,1070,1470,18970.52,17731.48,217.76,6051.3,-6.531397136188153,2023,11
2024-04-22,Campaign C,Organic Search,29009,6168,1455,39178.11,95329.41,360.55,2913.78,143.32314652238202,2024,4
2023-06-30,Campaign C,Social Media,70404,4411,711,24126.16,36993.22,223.81,7347.65,53.332399354062154,2023,6
2024-04-26,Campaign A,Organic Search,14657,375,1056,3032.43,39317.69,345.52,5732.95,1196.573704916519,2024,4
2023-10-05,Campaign B,Organic Search,79418,6964,444,4170.54,48448.71,244.79,208.16,1061.689133781237,2023,10
2023-10-04,Campaign A,Organic Search,22264,8696,986,4899.2,76950.12,218.8,6145.75,1470.667047681254,2023,10
2023-08-14,Campaign A,Social Media,41642,4156,390,22127.23,60408.09,255.66,3925.22,173.0033989794475,2023,8
2023-06-01,Campaign C,Organic Search,24728,6352,1721,46381.44,19731.0,46.99,2689.98,-57.45927681417394,2023,6
2024-01-13,Campaign A,Organic Search,2769,7809,680,21290.34,26404.5,251.52,3358.62,24.02103489188054,2024,1
