Date,Region,Revenue,Cost,Budget,Actuals,Expense Category,Expense Amount,Cash Inflow,Cash Outflow,Forecasted Revenue,Forecasted Cost,Profit Margin,Cash Flow,Year,Month
2023-06-28,South Christinaland,334070.14,82430.55,304642.23,350481.78,Sales,6009.46,148645.58,83128.1,72284.47,244985.57,75.32537628175928,65517.47999999998,2023,6
2024-03-26,Samanthaview,430025.81,233007.14,212668.83,319726.7,Marketing,7518.48,156778.41,147121.55,309148.73,46755.8,45.815545350638374,9656.860000000015,2024,3
2024-05-18,Marchaven,318256.44,101615.73,28453.49,296145.94,Research and Development,2923.48,27058.32,139595.42,461233.87,235166.66,68.07111585864531,-112537.1,2024,5
2022-10-02,East Aaron,55999.71,166285.18,440015.43,15216.72,Rent,9330.22,72359.3,144412.07,64199.05,127275.83,-196.93935915025276,-72052.77,2022,10
2023-08-07,Ericshire,311677.75,66406.08,98715.59,69750.04,Salaries,6961.09,61087.05,47315.46,25383.95,117681.64,78.69399403711044,13771.590000000004,2023,8
2023-07-06,Lesliemouth,181713.44,178034.25,294116.45,483815.09,Salaries,566.0,79294.62,27519.81,360355.29,93466.09,2.024720901216774,51774.81,2023,7
2023-11-17,North Keith,253663.08,280740.11,307356.06,215734.2,Salaries,2695.58,49657.41,139954.15,225241.69,298521.59,-10.67440717033003,-90296.73999999999,2023,11
2024-01-31,Lake Crystal,255141.25,175737.28,77896.81,328524.66,Maintenance,6587.33,188446.7,91107.24,199089.92,154906.61,31.1215728542523,97339.46,2024,1
2023-12-21,East Ashleyborough,292069.42,42783.15,389427.67,290561.12,Rent,9650.45,97318.81,141586.33,458875.94,246806.98,85.35171877973394,-44267.51999999999,2023,12
2023-11-16,Port Keithview,450696.62,133202.77,235712.57,426734.86,Rent,1439.15,166013.12,81978.8,289054.42,85152.64,70.44513668640336,84034.31999999999,2023,11
2024-04-19,New Timothy,238483.72,248592.61,81820.25,422407.96,Sales,9701.11,43236.24,13234.28,378611.09,215902.99,-4.238817643401396,30001.96,2024,4
2023-09-09,Lake Jamie,103020.07,157577.92,268654.71,60582.06,Miscellaneous,6232.59,104156.17,29422.46,15892.19,236823.33,-52.95846721905741,74733.70999999999,2023,9
2023-02-17,Davischester,31929.31,72845.4,188754.53,411235.95,Rent,8048.39,51610.83,107160.37,222113.83,146961.67,-128.14586347152505,-55549.53999999999,2023,2
2023-10-15,Yufurt,488133.18,133504.68,105231.38,182795.55,Salaries,9117.27,17028.91,38110.48,173681.93,143806.88,72.64994770484563,-21081.570000000003,2023,10
2022-09-14,Port Rhondaburgh,291064.51,244745.92,58418.52,36410.45,Maintenance,5960.7,189173.5,84421.75,450343.72,198145.4,15.913513468199882,104751.75,2022,9
2023-10-27,New Cindyland,450027.74,41742.91,307375.11,430903.55,Sales,9887.81,58010.66,99890.47,404147.66,148328.06,90.72436956886257,-41879.81,2023,10
2023-01-15,Port Roberto,283934.56,104005.63,301206.22,284514.5,Utilities,9380.22,158922.28,122259.61,98341.28,96539.78,63.36985888579396,36662.67,2023,1
2024-03-08,New Andrewfort,36580.5,152300.54,300334.43,240259.39,Marketing,5595.12,95102.52,135484.38,248945.2,211145.18,-316.34351635434183,-40381.86,2024,3
2024-03-21,East Josephmouth,363770.74,77692.72,75097.72,142485.39,Rent,8146.65,18395.57,55590.33,47010.75,216064.55,78.64239438279176,-37194.76,2024,3
2024-02-25,North Michaelstad,45490.66,232496.99,136871.27,265398.84,Salaries,2122.99,185987.08,83472.28,118891.13,52751.5,-411.08730891132376,102514.79999999999,2024,2
2023-09-04,Joanbury,423327.04,95876.13,68578.82,340161.77,Salaries,5169.28,125667.07,137940.31,289401.7,292064.52,77.35175858362366,-12273.23999999999,2023,9
2023-05-12,Jamesport,312446.86,14101.74,175208.59,426138.36,Research and Development,5870.92,159011.48,69215.18,14660.87,177001.81,95.48667571823253,89796.30000000002,2023,5
2023-01-19,Conniemouth,69004.43,80739.64,253351.39,453823.0,Utilities,921.87,34163.28,78442.53,95992.23,104527.65,-17.006458860684752,-44279.25,2023,1
2023-05-26,Brownfort,96828.84,184858.61,270258.64,477576.5,Miscellaneous,749.86,123717.96,24191.31,352845.68,142566.78,-90.91275904988638,99526.65000000001,2023,5
2023-08-01,North Bobbybury,306899.35,141533.91,251501.04,16003.05,Rent,5115.53,79377.09,61382.15,334793.97,19462.76,53.88262959827057,17994.939999999995,2023,8
2023-02-28,New Robert,56071.7,112468.89,181220.07,308887.76,Salaries,6877.95,64705.67,137953.6,161377.89,83410.61,-100.58048890973524,-73247.93000000001,2023,2
2023-05-08,Lisamouth,490547.14,224926.9,11723.26,357112.99,Utilities,6520.92,91246.53,75543.62,215559.25,156740.72,54.14775020398651,15702.910000000003,2023,5
2024-01-09,Kellychester,135597.65,229150.1,277680.34,365047.41,Salaries,8565.72,96386.71,34352.74,426363.25,294777.42,-68.99267797045157,62033.97000000001,2024,1
2024-05-04,Adamton,322467.01,220261.87,46429.52,421020.08,Marketing,6621.77,170880.25,123984.99,463911.99,148614.99,31.6947584808753,46895.259999999995,2024,5
2022-06-28,East Elizabeth,43747.48,126786.57,383706.96,339133.17,Research and Development,9219.04,169321.57,24651.84,124071.43,252449.21,-189.8145676048083,144669.73,2022,6
2023-12-16,South Hannah,53666.26,270315.34,223857.05,351649.17,Marketing,2877.72,5331.15,118713.06,295640.33,44503.9,-403.6969969586105,-113381.91,2023,12
2022-12-27,Port Kenneth,254096.01,192478.87,164739.04,200931.83,Utilities,6853.51,72243.74,50709.38,16764.52,8839.05,24.249550396324608,21534.360000000008,2022,12
2022-07-11,Kelleyhaven,192795.03,221943.13,148435.48,71274.1,Rent,9738.39,19180.85,47421.19,165637.79,181819.93,-15.118698858575353,-28240.340000000004,2022,7
2023-08-04,Jonesland,128206.02,287665.54,308612.49,30994.62,Research and Development,5463.28,113893.04,123574.26,214563.75,153254.13,-124.37756042968961,-9681.220000000001,2023,8
2023-04-13,Munoztown,467133.16,68975.94,291959.36,135837.65,Maintenance,7818.98,149944.8,28618.64,328515.76,230421.33,85.23420174238969,121326.15999999999,2023,4
2023-11-17,Lake Megan,309592.72,77984.93,105033.72,46635.32,Sales,3385.68,12040.21,20920.83,209468.19,154907.88,74.81047680966142,-8880.620000000003,2023,11
2023-02-13,Wilsonshire,361767.99,14262.02,381862.96,244021.39,Research and Development,7081.51,198687.86,45073.12,309857.55,81926.72,96.05768879662348,153614.74,2023,2
2023-01-28,South James,354853.37,131507.84,151299.58,54775.42,Utilities,1872.19,164197.42,135230.89,415014.41,17364.55,62.94023077757441,28966.53,2023,1
2023-12-25,Markshire,25102.75,115180.36,67319.34,419821.03,Marketing,940.06,48573.28,93432.91,370603.49,193491.5,-358.83562557887086,-44859.630000000005,2023,12
2022-06-04,East Shane,359741.75,95330.27,13793.3,102663.27,Marketing,8334.5,159192.58,19014.07,261557.77,138510.88,73.50035963298672,140178.50999999998,2022,6
2023-04-03,Barbaraport,250376.51,49177.08,66689.34,423761.3,Sales,6525.83,55948.44,134147.46,423478.03,25633.2,80.3587485103934,-78199.01999999999,2023,4
2023-01-05,Anthonyfurt,320563.94,272440.94,134158.63,455912.49,Research and Development,7290.97,73869.27,9042.08,480784.28,257274.2,15.011981697005597,64827.19,2023,1
2023-04-19,New Danny,368914.61,160536.68,418893.27,257870.53,Miscellaneous,1590.97,11419.18,9420.97,297928.41,120034.15,56.48405467053744,1998.210000000001,2023,4
2023-06-05,Christophermouth,319557.14,11572.26,316450.37,240728.73,Utilities,4202.7,148867.96,149890.2,51098.94,117443.81,96.37865703767407,-1022.2400000000198,2023,6
2023-11-30,Thorntonport,271031.29,110537.36,288793.82,294437.54,Rent,2802.06,175448.99,52368.18,264892.49,18999.95,59.21601524311087,123080.81,2023,11
2024-03-18,East Laura,479801.23,129056.08,134634.53,151661.01,Maintenance,4005.27,126705.79,66103.28,423219.68,86549.12,73.10217816657118,60602.509999999995,2024,3
2022-09-01,Alexville,493090.5,232027.51,128881.82,212351.15,Research and Development,5271.96,133431.08,73158.0,104856.9,261422.41,52.94423437482572,60273.07999999999,2022,9
2022-05-30,Coreyland,198993.39,58167.79,176451.54,215068.03,Marketing,6035.34,66963.57,9213.75,201301.91,190106.72,70.76898383408614,57749.82000000001,2022,5
2022-08-29,North Leslie,488135.73,95842.51,436089.41,87490.74,Utilities,3648.18,39228.74,124782.01,158915.43,163916.81,80.36560241144404,-85553.26999999999,2022,8
2022-06-04,Wrightstad,97743.28,226672.06,241261.98,57389.04,Sales,4537.85,150217.35,39084.04,187030.57,255615.34,-131.90551821056138,111133.31,2022,6
2024-01-26,East Shawn,124707.31,26321.5,10773.55,459985.71,Sales,3528.61,32932.86,32118.2,257117.39,286820.32,78.89337842344607,814.6599999999999,2024,1
2022-11-11,New Jenniferburgh,194188.85,133153.01,319694.96,433511.0,Maintenance,9399.67,102515.09,69964.34,294812.72,238270.44,31.431176403794552,32550.75,2022,11
2022-11-04,Durantown,63708.01,47443.04,173887.54,223274.35,Rent,4670.84,141842.1,133675.74,374536.69,58928.41,25.530494517094475,8166.360000000015,2022,11
2023-12-02,West Lisaland,97605.92,111471.21,51575.26,431524.67,Research and Development,8985.99,112665.6,143337.67,181082.1,57206.81,-14.205378116409342,-30672.070000000007,2023,12
2023-10-24,Jaimetown,303197.37,240171.52,355613.19,162134.36,Rent,8616.81,168627.83,14275.36,45449.27,134769.54,20.7870701516969,154352.46999999997,2023,10
2024-01-16,Brittneyborough,65006.09,129285.77,318612.57,440383.57,Marketing,7490.41,151563.32,116122.77,71469.89,105043.94,-98.88255085023575,35440.55,2024,1
2023-12-22,West Jesse,203679.34,135012.28,125300.73,421607.05,Salaries,8237.63,38770.42,85707.64,361736.78,149190.17,33.71331623521561,-46937.22,2023,12
2023-08-25,Burnsstad,19019.95,103757.9,244960.33,278083.67,Marketing,9301.32,67644.54,71148.53,447804.05,122971.56,-445.521413042621,-3503.9900000000052,2023,8
2023-07-17,Adamfurt,14050.49,63260.66,34259.06,319629.22,Utilities,8384.55,79705.91,34040.84,50713.16,153283.7,-350.23810557496574,45665.07000000001,2023,7
2024-04-21,Torresmouth,84569.42,187274.57,280835.65,70778.63,Rent,7772.6,73186.45,47819.25,390075.79,72778.43,-121.44478465147333,25367.199999999997,2024,4
2022-09-29,Thompsonborough,272414.9,294077.29,18531.6,238743.67,Miscellaneous,4159.5,79302.6,109120.16,499080.21,63083.96,-7.951984271051236,-29817.559999999998,2022,9
2023-06-12,Lake Rickyshire,273364.96,247189.96,179722.07,115637.01,Marketing,4067.9,141321.99,79260.67,186727.4,271123.73,9.57511160172102,62061.31999999999,2023,6
2022-06-07,Lake Rebeccahaven,276082.03,101034.84,348123.99,125464.0,Utilities,1149.04,16913.53,32779.57,102089.33,28954.09,63.404050600468274,-15866.04,2022,6
2024-01-23,Derrickton,293517.68,92778.52,125349.39,181623.25,Marketing,1055.61,109620.09,29711.14,414059.39,177016.04,68.39082402123101,79908.95,2024,1
2022-10-01,East Scott,95849.1,120321.67,253463.77,57841.87,Marketing,6957.19,197273.75,96304.9,81030.66,93883.01,-25.532394148719174,100968.85,2022,10
2024-02-19,Tylerfort,112381.58,80765.59,248047.56,490922.09,Miscellaneous,3430.84,101462.73,60237.38,256183.23,221331.87,28.132715343564314,41225.35,2024,2
2024-02-29,Jamesshire,428941.05,128848.22,128479.89,276930.25,Utilities,8479.08,64285.61,34138.71,493202.19,102212.79,69.96132219100969,30146.9,2024,2
2023-12-07,Port Dominiquestad,97760.66,85161.19,119643.56,102096.01,Utilities,1374.86,54842.3,11367.43,172821.11,68527.01,12.888077883271249,43474.87,2023,12
2023-06-05,Lisafurt,407228.17,202468.38,459336.65,314204.17,Miscellaneous,536.09,171171.26,70941.55,137147.8,20475.37,50.281342275511044,100229.71,2023,6
2023-08-05,East Daniel,108078.46,101505.23,54446.57,171695.48,Rent,9465.87,188894.57,56246.98,441197.92,256853.01,6.081905682223831,132647.59,2023,8
2023-04-01,New Jessica,281719.44,198522.92,311893.47,388223.86,Salaries,9486.03,13765.17,53159.03,117671.21,72512.33,29.53169294955293,-39393.86,2023,4
2023-01-08,West Richard,250430.73,164641.9,324655.98,402243.31,Maintenance,2387.13,16228.8,56096.68,242713.74,63788.4,34.25651077245992,-39867.880000000005,2023,1
2023-04-13,New Alexanderland,129228.8,109994.82,349544.92,420292.06,Miscellaneous,7599.2,124798.16,147407.13,360266.46,244772.71,14.883663703446906,-22608.97,2023,4
2023-04-13,Sabrinamouth,292018.17,148229.22,133207.63,216895.2,Utilities,4181.81,54811.03,148849.71,399910.35,102992.69,49.23972710328265,-94038.68,2023,4
2023-01-10,Markmouth,364449.74,173869.57,431346.2,120753.25,Maintenance,6690.42,182696.32,111904.06,401868.63,189695.15,52.292579492579684,70792.26000000001,2023,1
2022-12-30,Woodshire,116248.29,155846.62,91778.86,397671.69,Rent,3252.58,155501.09,21692.15,76032.17,125701.32,-34.06358063417535,133808.94,2022,12
2023-05-07,South Jennifermouth,293249.88,144657.45,286657.32,347170.67,Sales,8256.44,123073.98,36230.61,375845.45,171281.48,50.670926105749814,86843.37,2023,5
2023-10-14,Jenniferfurt,459008.74,51156.85,391269.66,43511.74,Research and Development,7395.11,88812.53,143249.03,226270.43,155176.6,88.85492899329107,-54436.5,2023,10
2023-12-18,North Jessicabury,465931.65,21301.64,360965.97,89465.29,Maintenance,6970.0,85550.39,54480.36,408171.27,108908.2,95.42816204909025,31070.03,2023,12
2024-03-03,Michaelshire,189694.11,177332.45,96869.44,122176.4,Salaries,5976.42,171135.41,57778.23,254194.41,256621.6,6.516628270640547,113357.18,2024,3
2023-09-24,Lake Amber,172443.04,246381.14,56122.92,156628.17,Research and Development,8850.43,144573.54,86713.73,408313.49,187954.25,-42.87682471846936,57859.81000000001,2023,9
2023-08-11,Espinozaland,113776.71,117639.96,286932.81,371435.23,Miscellaneous,6163.13,180916.86,19665.16,473451.94,196261.29,-3.395466435969189,161251.69999999998,2023,8
2022-08-27,Port Eduardoberg,93867.12,11979.87,152296.6,163858.34,Sales,789.07,46164.16,97704.51,96797.42,44234.94,87.23741604088843,-51540.34999999999,2022,8
2023-03-12,Raymondhaven,371270.25,58317.13,28718.86,113966.13,Research and Development,6503.48,185427.04,97878.45,471779.36,21797.94,84.29253892548621,87548.59000000001,2023,3
2023-12-15,East Lindsay,293105.55,135943.2,55486.72,16874.23,Rent,8335.1,153894.07,101201.68,314081.49,271743.27,53.619711397481204,52692.390000000014,2023,12
2024-03-05,Susanview,251718.54,283048.42,124750.98,117124.66,Miscellaneous,9994.52,173347.98,22371.81,103884.18,82605.04,-12.446393499660365,150976.17,2024,3
2023-11-07,South Luis,254065.3,292816.41,496343.63,387337.03,Miscellaneous,4939.44,95555.85,128855.46,45816.76,100285.73,-15.252421326328305,-33299.61,2023,11
2024-05-16,Alexandraside,225718.57,48255.0,28325.26,110702.41,Miscellaneous,1565.59,193955.01,64830.88,185224.97,19226.08,78.62160831516876,129124.13,2024,5
2022-08-06,Johnsonton,36536.58,21109.55,203232.3,243611.59,Maintenance,3456.06,16705.13,115290.71,417618.45,299417.28,42.223519552185785,-98585.58,2022,8
2023-04-01,Laurenmouth,149465.78,147005.94,358536.87,100557.16,Miscellaneous,6508.84,121434.43,135473.6,70091.63,152503.7,1.6457546336024185,-14039.170000000013,2023,4
2023-12-19,East Jacqueline,47189.32,262344.77,144965.79,169650.89,Utilities,9046.66,114520.16,99465.34,405087.54,92956.53,-455.94098410403035,15054.820000000007,2023,12
2022-05-31,West Lucas,246832.81,184639.23,218186.22,61591.11,Research and Development,1214.82,131066.83,62449.53,29813.23,64334.82,25.19664221300239,68617.3,2022,5
2023-08-03,Port Jesseburgh,163691.26,145838.33,419833.24,435205.69,Rent,3839.37,63617.74,96495.18,205564.46,229580.46,10.906465012243183,-32877.439999999995,2023,8
2022-06-18,Kirbystad,174250.44,129630.91,357810.73,249398.16,Rent,2299.56,148621.46,52668.97,27260.15,267889.48,25.606552270398858,95952.48999999999,2022,6
2022-12-02,Mosesborough,408487.04,194740.32,233425.55,74483.4,Utilities,3127.76,166699.11,5719.39,277481.87,224973.24,52.326438557267316,160979.71999999997,2022,12
2022-08-09,Kellyberg,122116.6,163668.53,257900.76,197809.25,Utilities,8652.36,135404.63,15340.39,158148.96,194357.38,-34.02643866599626,120064.24,2022,8
2023-08-22,West Willieberg,73013.75,262721.65,78575.34,192697.23,Salaries,3704.64,24820.13,137053.23,117131.42,177553.16,-259.82489599561734,-112233.1,2023,8
2022-07-29,Michaelfurt,303399.25,14229.86,290455.72,254245.39,Miscellaneous,9209.88,192976.91,33718.32,304321.07,68350.42,95.30985656688341,159258.59,2022,7
2023-02-06,Wongbury,163377.2,224419.52,229183.34,379548.88,Maintenance,4967.13,185828.76,104849.35,21893.28,77836.82,-37.36281439515427,80979.41,2023,2
2023-03-01,Matthewland,480188.74,218617.4,409932.98,150528.19,Utilities,4187.95,46131.67,32804.44,488850.6,215033.46,54.47261008244383,13327.229999999996,2023,3
2023-04-27,Joshualand,362736.18,34449.5,96831.09,143095.17,Sales,7856.05,6851.98,103545.78,158221.68,30328.89,90.50287732533326,-96693.8,2023,4
2023-03-18,South Jenniferberg,454196.29,230045.05,438059.43,71538.88,Utilities,8315.49,63942.23,32549.84,100245.91,81810.99,49.351182503053906,31392.390000000003,2023,3
2023-08-28,Macdonaldfort,445321.02,268254.51,23778.24,61274.37,Marketing,815.71,104494.52,143890.95,472102.35,232812.85,39.76154325704185,-39396.43000000001,2023,8
2023-08-16,West Erinburgh,159760.64,129873.15,36890.58,187361.63,Sales,7408.07,11505.34,147523.17,293346.65,254910.01,18.70766792121014,-136017.83000000002,2023,8
2023-01-01,Lake Juliemouth,291670.18,203420.33,179805.18,460197.81,Sales,3182.7,172739.32,26537.39,96106.37,157068.09,30.256726964683196,146201.93,2023,1
2022-12-23,Michaelchester,193553.67,121081.01,125465.29,49056.75,Marketing,6869.88,122269.37,68114.66,269195.35,86146.12,37.443185654914224,54154.70999999999,2022,12
2024-02-09,Jessicamouth,262695.69,252933.53,340277.6,377261.55,Salaries,699.23,143658.41,113615.09,185418.43,43483.02,3.7161477601707142,30043.320000000007,2024,2
2024-04-13,West Sharonview,406585.35,6901.99,103188.4,350222.18,Sales,8359.41,126886.22,6199.73,270582.24,131042.46,98.30244990381478,120686.49,2024,4
2024-05-15,Rileyfort,55839.1,259014.42,249694.33,21155.0,Miscellaneous,7095.64,96213.42,82332.4,194610.81,279455.16,-363.8585149115942,13881.020000000004,2024,5
2024-04-02,South Barbaraburgh,296478.12,85120.08,170657.92,128880.71,Miscellaneous,5625.66,11969.94,20434.57,25029.99,148058.37,71.28959128585947,-8464.63,2024,4
2023-05-15,Derricktown,468179.51,121231.77,392649.48,83817.75,Rent,4952.2,127805.58,36194.76,39234.42,271696.81,74.10570787260639,91610.82,2023,5
2024-05-29,Ericchester,23239.74,44291.86,31796.71,13363.02,Sales,3065.06,175262.16,149265.0,497611.3,91686.76,-90.5867277344755,25997.160000000003,2024,5
2022-11-27,New Kathyland,416249.9,267418.18,169320.07,219537.84,Marketing,5614.06,59497.6,37367.07,403789.86,187584.37,35.75537675804847,22130.53,2022,11
2024-05-29,Adamhaven,367802.66,116826.09,378059.32,70096.54,Research and Development,2779.86,146882.76,19673.53,481762.1,175677.58,68.23674684680094,127209.23000000001,2024,5
2023-08-28,Alexastad,405434.36,5098.71,155325.55,133764.19,Research and Development,1309.69,59349.23,146611.59,421242.15,263439.08,98.74240801889607,-87262.35999999999,2023,8
2023-04-10,Port Andrefurt,163121.56,258367.01,380034.36,125002.46,Miscellaneous,4599.72,79674.02,81836.85,290223.74,171542.94,-58.389246645262595,-2162.8300000000017,2023,4
2023-05-20,Gordonport,472407.76,189226.88,66747.27,486766.79,Sales,9824.87,57274.72,81958.93,476603.7,144653.19,59.94416349130252,-24684.209999999992,2023,5
2023-07-04,Tiffanyview,178657.13,227522.72,326049.68,127834.72,Sales,5013.38,100704.06,81294.73,123545.97,60253.63,-27.351603599587655,19409.33,2023,7
2023-04-06,South Justinburgh,14978.48,88715.03,370091.89,237878.24,Salaries,2351.86,182866.3,86388.07,201749.65,188282.16,-492.2832623871047,96478.22999999998,2023,4
2023-02-13,Jasmineshire,371209.44,278744.86,484226.98,259386.7,Research and Development,4768.97,75005.27,137985.86,445246.9,278390.31,24.9090055468417,-62980.58999999998,2023,2
2022-11-09,North Lindaborough,138037.03,280342.69,317953.25,237399.0,Sales,4581.08,7086.24,6274.25,116988.48,201712.52,-103.09238035619863,811.9899999999998,2022,11
2023-01-07,South Jennifer,201493.4,100076.77,77054.28,116357.34,Maintenance,6767.43,66788.75,56223.32,203178.63,163455.07,50.33248235426073,10565.43,2023,1
2022-07-21,Josephland,287582.04,240408.59,418094.89,35668.88,Maintenance,9264.67,137537.02,98550.91,72582.83,292863.84,16.4034756829738,38986.109999999986,2022,7
2023-09-08,Port Kimberly,363113.19,157089.18,29385.9,51941.24,Rent,1655.44,88033.58,17524.3,481629.27,173132.7,56.738233606991805,70509.28,2023,9
2023-08-28,Fergusonbury,435035.16,130422.89,237702.48,114961.79,Marketing,1773.71,113799.94,86415.39,45867.99,183175.4,70.0201496357214,27384.550000000003,2023,8
2023-03-12,North Marcusland,13136.31,40675.84,411527.41,95950.27,Sales,1200.16,188674.47,7380.4,351634.97,67344.41,-209.6443369561163,181294.07,2023,3
2023-10-03,South Jonathan,310204.01,45239.73,481265.19,368490.1,Sales,9136.07,183360.05,13588.33,60481.11,148857.53,85.41613630333148,169771.72,2023,10
2023-12-15,Michaelborough,181587.27,56490.22,146686.26,124075.77,Salaries,5815.68,171738.7,120646.87,410276.19,230546.66,68.89086993818454,51091.830000000016,2023,12
2023-12-11,Meganfurt,34132.61,187926.96,89394.96,198166.99,Utilities,2388.18,152616.76,29010.74,422357.95,51639.26,-450.5789331668454,123606.02,2023,12
2023-12-04,New Jenniferbury,293382.04,243474.68,98085.84,317569.84,Marketing,8586.31,28949.55,94114.97,296855.45,232864.31,17.01104812005533,-65165.42,2023,12
2023-10-01,Mooreshire,86884.27,169295.21,405001.17,58138.37,Utilities,3362.83,49480.46,73201.87,179916.41,123778.42,-94.851392547811,-23721.409999999996,2023,10
2023-08-27,West Carlport,465649.0,193399.17,490634.76,390609.99,Rent,3514.21,165547.24,21477.53,123046.32,175328.15,58.46674855953733,144069.71,2023,8
2022-12-21,East Melissaton,217661.81,22318.83,188142.66,400302.31,Utilities,9768.02,152854.22,64559.77,313456.98,21783.09,89.74609739760962,88294.45000000001,2022,12
2023-06-01,East Darlene,198302.35,105188.58,54976.39,125865.64,Utilities,4284.37,171167.68,94836.76,345730.73,142362.0,46.95545463782956,76330.92,2023,6
2022-10-21,West Joseph,146243.61,132746.79,375785.96,162200.03,Research and Development,8004.45,111489.84,99218.6,405185.84,272468.2,9.228998108019885,12271.23999999999,2022,10
2024-02-14,North Amy,283137.7,35388.72,151727.49,314588.61,Maintenance,1483.89,27992.76,22957.65,81232.96,59344.38,87.50123349875344,5035.109999999997,2024,2
2022-10-27,Lake Linda,436128.69,10614.78,188535.2,285484.44,Sales,1694.7,22987.84,82092.45,419800.73,84103.5,97.56613581188616,-59104.61,2022,10
2023-02-08,South Kristinahaven,198906.89,205577.2,333331.72,460096.17,Salaries,9822.21,111214.77,81541.38,481496.25,282261.18,-3.3534836324674306,29673.39,2023,2
2023-01-22,Lawsonborough,140231.03,7318.77,434924.75,498220.27,Salaries,5955.88,98707.34,66165.3,207693.12,137848.38,94.78091974365445,32542.039999999994,2023,1
2023-10-22,Lake Rebeccaburgh,325761.1,273570.65,329956.21,102272.29,Utilities,6637.19,111141.45,149947.91,243612.66,235531.07,16.02108109286221,-38806.46000000001,2023,10
2023-11-15,Andreaside,127466.72,126671.47,433748.0,132644.93,Miscellaneous,4552.6,112417.64,117879.33,275712.14,109664.34,0.6238883372852145,-5461.690000000002,2023,11
2022-07-01,Johnchester,183272.27,67568.68,183285.95,170965.73,Maintenance,9246.28,69612.32,55606.27,175827.17,21243.84,63.132076663861916,14006.05000000001,2022,7
2023-11-25,Courtneyview,467599.54,36718.63,145893.45,377345.75,Sales,4303.27,33642.94,102384.46,221111.73,145589.62,92.14741956332976,-68741.52,2023,11
2023-08-30,Port Sharon,55783.0,219233.98,472004.32,137779.6,Research and Development,9452.25,119507.97,88896.66,421600.51,52636.22,-293.0121721671477,30611.309999999998,2023,8
2022-11-17,Lake Erika,211562.17,239888.3,236268.75,188356.19,Marketing,3642.31,116224.19,137979.8,257326.38,248233.12,-13.389033587621062,-21755.609999999986,2022,11
2024-01-02,South Wesleyview,146761.33,281605.45,431705.89,311495.87,Rent,3424.65,17626.1,8144.68,184723.76,124141.76,-91.8798705353788,9481.419999999998,2024,1
2022-10-08,Brittneystad,121670.88,184034.43,349197.39,499547.85,Salaries,2335.78,5847.36,64534.7,55951.15,127255.04,-51.25593732863606,-58687.34,2022,10
2022-10-22,Donnaside,326558.87,22028.92,323796.95,489077.05,Marketing,8457.95,5827.95,51313.16,412091.63,256158.62,93.25422702497715,-45485.21000000001,2022,10
2024-01-20,New Kenneth,312887.71,141273.41,436076.92,78344.33,Marketing,1320.51,15882.75,72058.66,321861.75,140907.09,54.848526968349134,-56175.91,2024,1
2023-09-25,Lake Carlyhaven,103294.75,115292.94,287800.06,260452.51,Research and Development,4183.97,168405.59,55458.26,112975.99,276835.17,-11.615488686501495,112947.32999999999,2023,9
2023-05-02,South Kimberlyland,76214.75,272172.95,180656.74,308383.32,Sales,2396.15,58102.21,103263.8,105666.14,156895.01,-257.1132228341627,-45161.590000000004,2023,5
2022-10-21,Masonborough,308252.92,70219.63,317996.27,314903.35,Research and Development,3948.16,187442.55,148824.81,39662.48,176136.24,77.22012495453409,38617.73999999999,2022,10
2024-05-14,New Kimberlyborough,69660.78,38372.14,350547.82,367735.49,Salaries,6871.54,70330.81,25322.94,383010.81,12725.64,44.915718715753684,45007.869999999995,2024,5
2023-03-07,Lake Briana,52719.99,291143.59,237171.95,443102.86,Utilities,8975.55,177841.0,123036.8,464969.4,259074.24,-452.2451540677455,54804.2,2023,3
2023-05-11,Masonland,423432.86,284279.82,233573.42,483607.92,Salaries,6909.14,161839.27,115968.49,241495.05,62536.79,32.863070664851094,45870.779999999984,2023,5
2022-06-03,South Juliemouth,358894.04,161003.9,431744.44,118780.37,Rent,7326.78,74909.2,146067.45,341771.01,93966.48,55.13887608721505,-71158.25000000001,2022,6
2023-04-27,Swansonfort,308380.77,136482.96,484299.16,233354.4,Sales,7920.71,171925.67,60316.06,128516.05,294248.73,55.74206523967108,111609.61000000002,2023,4
2022-08-17,Jimenezport,320914.19,114358.42,221151.48,296014.67,Sales,9706.37,102112.45,115569.62,420673.83,32326.45,64.36479795424441,-13457.169999999998,2022,8
2024-05-01,Hernandezshire,174733.31,217198.02,130314.66,217069.9,Salaries,4591.63,46911.39,23322.32,114749.64,244185.8,-24.302584321214997,23589.07,2024,5
2023-06-27,Port Jeremyland,218285.0,123909.56,262253.1,193834.11,Miscellaneous,4224.76,169881.3,28434.22,313098.41,171906.11,43.23496346519459,141447.08,2023,6
2022-12-29,Herringtown,97865.37,89550.59,358289.27,36651.99,Utilities,2483.01,38409.93,15328.28,88052.88,164581.42,8.496141178437275,23081.65,2022,12
2022-10-22,Franklinville,150011.47,271988.14,162033.62,437071.47,Research and Development,5315.66,166562.87,59563.33,160760.81,23383.98,-81.31156237586367,106999.54,2022,10
2024-03-15,Lake Tanyafurt,496503.81,106729.37,187406.73,108106.81,Marketing,2968.85,172260.85,58702.03,374916.98,34244.37,78.50381651653389,113558.82,2024,3
2023-08-08,West Danielleshire,31309.35,123017.38,232833.0,180073.17,Marketing,9428.71,81872.46,15878.0,224626.04,220378.92,-292.90940246284254,65994.46,2023,8
